commit_size,test_failure_rate,code_complexity,test_coverage_change,error_pattern_count,warning_count,build_stability,commit_sentiment,dependency_changes,config_changes,hour_of_day,day_of_week,author_failure_rate,label
0.011616722433639893,0.09109271844938426,3.4613828225892624,0.05801723692273323,0.0,1,0.9517446351755041,0.7349941340789683,0.0,0.0,16,0,0.07762904775159479,0
0.9641104278511438,0.9250956120849323,29.17440533850992,-0.41885072963430614,15.0,22,0.1513361183300527,-0.5046437206884475,1.0,1.0,4,3,0.8626738812860716,1
0.07355662654385065,0.035609672589784626,4.129083752823814,0.06005943333606173,0.0,0,0.9688274235780236,0.6152083310586749,0.0,0.0,16,1,0.09969092185893554,0
0.8135946599638808,0.8774932927643514,41.672341533906334,-0.48739478276711534,7.0,18,0.13824210354934835,-0.5427791352563308,1.0,1.0,2,5,0.815996496559351,1
0.8974768883344086,0.9699892991890378,23.013726490429054,-0.42765019022986545,18.0,32,0.2468544061061431,-0.524278680556334,1.0,1.0,20,2,0.880474107908275,1
0.8626532953161221,0.9887556222736738,39.85432185723274,-0.26662951394236356,15.0,31,0.11120046178780003,-0.7776220508989937,1.0,1.0,2,6,0.8428600144645757,1
0.9823451753825552,0.8649218337020323,40.42859874210728,-0.43178478044070967,16.0,40,0.20815150037747127,-0.9451818587324068,1.0,1.0,9,1,0.842854361862052,1
0.12234414924687045,0.03469532018962277,3.9484925357123957,0.09684887775943839,0.0,1,0.9603493096043378,0.5529529022018789,0.0,0.0,13,2,0.011413996930963212,0
0.008155028310952784,0.018656702405130576,0.0319293585841679,0.01163663978854761,0.0,0,0.9030955790919344,0.7113145985068046,0.0,0.0,12,4,0.08420156615067441,0
0.996158761082917,0.8944496997890318,27.31124635713028,-0.46625164142459796,14.0,27,0.239634772142981,-0.532092187944427,1.0,1.0,11,3,0.8648627327751162,1
0.8222975375677565,0.9380246235364016,47.89806782222257,-0.23586566779434898,14.0,23,0.1510464868688567,-0.613099625715483,1.0,1.0,11,2,0.9907841607693444,1
0.0657329090739832,0.09484533069621567,0.610549570050134,0.059304433418678415,0.0,1,0.9651639760477276,0.5526966090539026,0.0,0.0,9,3,0.021817432959327324,0
0.9905033579369198,0.9418003022652759,38.33424569633738,-0.4693106402175909,19.0,10,0.10400919990651294,-0.9905361797442682,1.0,1.0,8,0,0.828942127227304,1
0.912879076067798,0.8671686974078632,37.92897319606701,-0.28969186532670976,9.0,30,0.25787586512071536,-0.6274275950860898,1.0,1.0,18,6,0.9318980116249169,1
0.10366593047274736,0.0743946292572677,2.276100745409006,0.04882411370217782,0.0,0,0.9510432489004232,0.6764792517261783,0.0,0.0,16,1,0.009250043793896379,0
0.9460346906621353,0.8791555359320862,42.398096139326114,-0.36341223735662304,6.0,48,0.1021596784779024,-0.5368600190757964,1.0,1.0,3,0,0.8392965304805837,1
0.8419795259172462,0.9250432250062877,47.306499648999335,-0.23407280371349165,19.0,48,0.2866658838232694,-0.9315088888452361,1.0,1.0,21,5,0.9790133445872429,1
0.8902533228146229,0.9837043205541036,21.663357071115243,-0.14239712083327755,12.0,28,0.10270345433994402,-0.8749587655430291,1.0,1.0,8,0,0.9393014366953778,1
0.11366172066709433,0.018123306616566016,0.7552894589045012,0.01213849394224289,0.0,1,0.9964028847165514,0.5815176684657954,0.0,0.0,9,2,0.001363402390582147,0
0.19078571540051747,0.030137787416414208,3.8829842639587087,0.0733614380561402,0.0,0,0.9203223091086088,0.9000017408818407,0.0,0.0,11,0,0.09767943728275863,0
0.9137104511209224,0.919286790925132,29.098488182135814,-0.4442790645168343,12.0,16,0.12101951004272767,-0.5558954033929255,1.0,1.0,7,6,0.9009478950760703,1
0.15232392306574352,0.036308229639863514,4.404353795994642,0.030552431065802355,0.0,1,0.921789255425499,0.6130626656248359,0.0,0.0,11,0,0.012200741357688906,0
0.06464058640415105,0.04474123668234547,0.3806542974515009,0.023464208185545357,0.0,0,0.9582198746594114,0.970392260251554,0.0,0.0,15,1,0.006100714300539489,0
0.15067563705178832,0.09000186418481051,4.190576448240551,0.014745252670628395,0.0,0,0.9311863857916883,0.9381597165711557,0.0,0.0,15,0,0.019416286904608226,0
0.9624781448372302,0.9034418855387059,37.18281598865261,-0.4491100452251957,12.0,24,0.16535461963100903,-0.5666543258003025,1.0,1.0,11,3,0.91571706971859,1
0.844784917559318,0.8900472573345235,21.385894496048866,-0.3464211964383379,12.0,32,0.2635130659089194,-0.9813235317822225,1.0,1.0,20,0,0.9010056092297534,1
0.9326725068029362,0.9739362646687326,45.76797047974183,-0.3930965259411753,15.0,46,0.11621191277552063,-0.7763931296031075,1.0,1.0,3,2,0.9205615064533519,1
0.8049235967682478,0.8081867888748692,32.236878121146404,-0.10866767692910084,7.0,20,0.10226651864089752,-0.6801123992147888,1.0,1.0,22,3,0.8057993488671896,1
0.08563682966346287,0.038389122137321145,0.6562243884119379,0.0019192276823056687,0.0,0,0.9577279029233131,0.5786366040898576,0.0,0.0,15,3,0.046381424972767996,0
0.1774425485152653,0.012804583895777245,4.955843130684883,0.04281996149256148,0.0,1,0.9121025000485193,0.880503961747696,0.0,0.0,12,1,0.012211151592428793,0
0.8547396915356742,0.883827234888411,38.93148179810662,-0.4559704959275771,10.0,29,0.12465678549048256,-0.5710414638782162,1.0,1.0,20,3,0.925356763410369,1
0.170601891093472,0.06242379959139921,3.0832515726036904,0.013710970572899906,0.0,0,0.9407584208573817,0.9357070170954271,0.0,0.0,15,3,0.03183040946923473,0
0.07784033574683263,0.0817443561738441,4.220852244845986,0.09580734801193802,0.0,0,0.9822179886816423,0.9681403107344633,0.0,0.0,10,2,0.018928364591600945,0
0.887729500049211,0.8703769668694014,47.37815080649331,-0.4433531020053531,17.0,39,0.2040912184278766,-0.9434320311629882,1.0,1.0,9,4,0.8263620746994919,1
0.9632158084686703,0.9610233702632356,47.97044424901132,-0.364555508354947,5.0,10,0.25206233022088476,-0.760240381444323,1.0,1.0,22,5,0.9707259857055914,1
0.8946055006686041,0.8984724607039252,37.06949582912368,-0.4801949481190826,16.0,27,0.2968237767652474,-0.9356263985621435,1.0,1.0,15,2,0.8526492349661089,1
0.10062725171601755,0.006707647738842748,4.335157480612243,0.028590678923916014,0.0,1,0.9629557696891736,0.5463127415256837,0.0,0.0,11,2,0.003808630059931928,0
0.9772576432911435,0.9691334698197542,21.92715727571378,-0.38875513297847863,16.0,40,0.15693755230885434,-0.8074186861137298,1.0,1.0,17,4,0.8835998433840704,1
0.10105047448957144,0.01814354350897973,0.18335713466771486,0.0760990760028094,0.0,1,0.9369813255987177,0.8527304151417432,0.0,0.0,10,0,0.06103774953183277,0
0.8066535942338717,0.8471176456489355,47.34898741125427,-0.4435025207893771,14.0,43,0.12458437599979455,-0.8857642120414881,1.0,1.0,3,0,0.8665636722183344,1
0.945057416870911,0.8488295121013815,41.57901827075341,-0.20909261181902639,18.0,18,0.25435658781366954,-0.5289210414850034,1.0,1.0,6,3,0.8399745949298888,1
0.9954992516417787,0.9411230609568586,25.320540849792287,-0.4590014683243149,19.0,42,0.2721621725373475,-0.8243105166209457,1.0,1.0,17,5,0.9773179192337893,1
0.17942205199051542,0.05812382214226123,4.8443892764284575,0.013516628915482276,0.0,0,0.9194623836704872,0.754445277795528,0.0,0.0,9,2,0.058119542372095656,0
0.9908084530156172,0.902637978341966,30.485684035081942,-0.23423048536292884,11.0,12,0.13760314343925778,-0.5140245773700972,1.0,1.0,20,1,0.9901187931862249,1
0.13442710948117573,0.02837759057987245,0.7930255264653685,0.05538022407123763,0.0,1,0.936459372819754,0.9865390814861664,0.0,0.0,9,3,0.021233397428689127,0
0.17896547008552977,0.05609379715353863,3.993916178868327,0.08842064633484079,0.0,0,0.9293488823208121,0.9800678022027236,0.0,0.0,9,1,0.025938840074319625,0
0.07327236865873835,0.08421189231357087,4.855291225826839,0.010142082844921652,0.0,1,0.9652224259545472,0.7298324352013306,0.0,0.0,15,1,0.026451580398883824,0
0.10454656587639882,0.06675577385210273,1.1024310453508768,0.02741606665598059,0.0,0,0.9678669956672565,0.8937745429293896,0.0,0.0,10,4,0.0045294643613077445,0
0.005070148683091503,0.012466268120326685,2.7379618807686814,0.026504642832500404,0.0,1,0.9050226011463974,0.7995222935751908,0.0,0.0,10,0,0.06761050258143518,0
0.17129796823766447,0.07499604703991779,2.893377042861967,0.08159469389686173,0.0,0,0.9054332034822904,0.8741921748381156,0.0,0.0,10,4,0.06199685648741642,0
0.04837045818009034,0.018704374855752336,3.540860443226408,0.07648098009029955,0.0,1,0.9154145043178488,0.5212111491034459,0.0,0.0,13,3,0.09914535678427921,0
0.058428929707043636,0.09699143978146033,4.621980976882652,0.03516226872396344,0.0,1,0.9487667068621265,0.9034827454419968,0.0,0.0,9,1,0.03046023557741905,0
